ID	Sentiment	Content
88	1	Trong chuyến du lịch Nha Trang 2 năm trước, vợ chồng minh thuê 1 cái xe máy đi lang thang khắp nơi ở Nha Trang, trong đó có điểm tham quan Tháp Bà Po Nagar (đi xe máy mình nhớ mất khoảng 20 phút từ trung tâm). Leo chỉ khoảng mấy chục bậc thang là bạn đã lên đến Tháp (một quang cảnh tuyệt đẹp mở ra trước mắt bạn). Cách mặt nước biển không quá cao, nhưng từ trên đền, bạn có thể ngắm cảnh thành phố tuyệt đẹp, không khí thì rất trong lành. Các bạn lưu ý ăn mặc lịch sự khi tham quan Tháp Bà (theo nội quy) nhé.
89	1	Nơi nên đến nếu bạn là Phật tử. Người Thái quá giỏi trong việc biến một nơi đáng lẽ hoang vắng thành một điểm du lịch. Hình tượng Phật rất lớn bằng quả núi cao hàng trăm mét, đường nét chạm bằng vàng. Trước mặt là một sân lớn để quan sát và chụp ảnh.                    Nên rẽ vào nơi này khi đi Noong Noch Garden vì khoảng cách không xa
90	1	Chùa lớn, từ thành phố đã nhìn thấy tượng Quan thế âm. Đường đi lên chùa đẹp, thuê xe máy chạy thoải mái. Chùa xây mới, rất hoành tráng.  Khuôn viên chùa rất rộng. View từ chùa xuống biển và thành phố Đà nẵng rất tuyệt.   Nên đi thăm chùa vào buổi sáng cho mát.
91	1	Hai vợ chồng mình đã đến chơi và shopping tại khu mua sắm The One (mình thì không có nhu cầu shopping tại đây, vợ thì có nhưng không tìm được đồ ưa thích tại The One). Cá nhân mình đánh giá đây là một trong những điểm shopping cỡ nhỏ tại Hong Kong, không có nhiều thứ hay lắm (mình nhớ là bán quần áo, mỹ phẩm là chính thì phải). Nếu các bạn muốn tìm được đa dạng thứ muốn mua thì nên đến các khu mua sắm lớn hơn như Olympian City, Pacific Place... nhé.
92	1	Bãi tắm khá rộng. Ở đây mới xây dựng công viên nước, có môn chèo thuyền phao, có cầu trượt.. cho trẻ em. Về trải nghiệm tắm biển thì không có gì đặc biệt lắm (đoàn đông người + thời tiết đẹp chắc sẽ vui hơn) 
93	1	Đây là điểm tham quan thú vị mà bạn nên đi hàng tối tại Đà Nẵng, lý do vì hàng tối ở đây không khí rất vui (có rất nhiều người dân, các bạn trẻ, khách du lịch đến đây chơi), ngoài ra, ngắm cảnh từ cầu Rồng rất đẹp, không khí thì rất trong lành, mát mẻ.
94	1	Một cảng nhỏ chủ yếu là nơi cập bến và xuất phát của tàu du lịch, cũng có cả tàu cá loại nhỏ. Mọi người đều bận rộn, phong cảnh thì có view nhìn ra mấy ngọn núi ở vịnh. Mỗi lần tới đây tôi thấy vui vui :)
95	0	Khá đắt. Một người 300-500k. Nếu chưa đi thì đi một lần cho biết hoặc dẫn khách nước ngoài lên đây. Các thuyền thường có ca múa nhạc dân tộc. Vừa ăn vừa ngắm Sài gòn bên sông, vừa xem múa hát dân tộc. Tàu chạy 1 vòng hết bữa là xong.                    Đồ ăn thì buffet hoặc set menu. Món ăn cũng tạm tạm nhưng không có gì đặc sắc. Kiểu ăn du lịch ngắm cảnh nên như vậy cũng chấp nhận được.
96	1	Chợ hai bên toàn quầy quần áo bán cho khách du lịch Tây. Nếu để mua sắm thì nên tới chỗ khác. Nếu để giải trí thì cũng không có gì.                    Được nhất là mấy hàng ăn căng bạt ở chợ đêm. Ngồi ăn ngắm người qua lại cũng vui. Bếp mở, nướng, xào nhìn cũng hấp dẫn. Lần nào mình vào Sài gòn cũng qua đây ăn tối 1-2 lần
97	1	Angkor Thom là điểm thứ 2 phải đi sau Angkor Wat, và là cũng điểm kế tiếp trong hành trình small circuit.                    Angkor Thom thực ra là một quần thể đền đài cổ kính nằm xen giữa rừng cây. Nổi tiếng nhất trong đó là Bayon, nhưng ngoài ra các đến khác cũng rất đẹp.                    Để thăm hết Angkor Thom thì bạn phải đi bộ ít nhất 1 tiếng đồng hồ. Tuy là có cây cối nhưng cũng nóng nên không nên cho trẻ em đi.                    Đây là điểm cần phải đi.
98	1	"Sau 10 ngày lang thang một mình ở Myanmar vào những ngày cuối mùa mưa, từ Yangoon đông đúc chật cứng, tới tĩnh lặng của Goldren Rock, lang thang giữa trời và nước ở hồ Inle, hay ngắm hoàng hôn trên cầu Ubein ở Mandalay thì Bagan sẽ là nơi mình mong muốn được trở lại nhiều nhất cùng với hồ Inle. Lòng tự hứa với lòng, rồi sẽ có một ngày ai đó sẽ dắt tay mình đi lang thang trên những con đường của Bagan một lần nữa.                                                 Bagan, tên cũ là Pagan, hay là kinh đô cũ của vương quốc Pagan cổ, nằm ở miền Trung Myanmar. Ngồi trên máy bay nhìn xuống Bagan là cả một vùng bình nguyên bằng phẳng ngút ngàn đền và đền. Tầm khoảng 4,000 ngôi đền gì đó vào thời hoàng kim và hiện giờ còn giữ được khoảng trên 2,000 dấu vết.                                                Xuống đến sân bay, bạn sẽ phải trả phí tham quan là 15USD, tức tầm khoảng 15,000kyats (đọc là chạt). Bạn nên giữ tấm vé này trong suốt thời gian ở Bagan để nhỡ có cảnh sát du lịch hỏi thì đưa ra. Tuy nhiên, không nên đổi tiền kyats quá nhiều, xài tiền đô vô tư. Mình xin lưu ý là tiền đô thì phải ở tình trạng tuyệt hảo nhất: không bẩn, không nếp gấp; còn tiền kyats thì rách, bẩn, kích cỡ khác nhau xài vô tư. Thẻ tín dụng dung khá hạn chế, chỉ dùng được trong một số resort lớn.                                                Bagan có 3 vùng chính: Nayagung-U, Old Bagan và New Bagan. Thời tiết: nóng và rất nóng. Dễ chịu nhất là tháng 1-2.                                                 Dân du lịch back pack thì thường ở Nayagung-U. Dễ dàng có thể tìm được chỗ ngủ tầm 10$/đêm. Ăn uống cũng khá rẻ. Đi xe đạp tầm 20 phút là đến Old Bagan.                                                Khu Old Bagan thì tập trung hầu hết các khách sạn hay resort ngon lành. Đợt đấy mình cắn răng ở 3 đêm trong 1 cái resort là Bagan River View Hotel (chết vì tội thích hưởng thụ dù đang đi bụi). Được cái khu Old Bagan là khu trung tâm nên lấy xe đạp hay đi xe ngựa vòng vòng 1 tí là đến được hết các điểm đẹp ở Bagan.                                                Khu New Bagan thì phần đông là dành cho cư dân địa phương. Các bạn Miến bảo, đợt di dân từ Old Bagan qua New Bagan, chính phủ thời đấy hê trong vòng có 1 vài ngày gì đấy... Nếu bạn thích tìm hiểu cuộc sống của cư dân địa phương thì nên lang thang khu vực đấy.                                                Ở Bagan thì xem và làm gì? Đương nhiên là đền và đền. Có một số điểm must-see:                                                -	Ngắm hoàng hôn hay bình minh ở đền Shwesandaw. Đây là điểm đep nhất để có thể nhìn toàn cảnh Bagan.  Đền có 5 tầng, 4 mặt có cầu thang nên trèo lên cũng dễ mỗi tội hơi bị dốc tí.                                                 -	Bay khinh khí cầu ngắm hoàng hôn hay bình minh nếu gia đình có điều kiện.                                                -	Đền Ananda Phaya: 4 phía của đền có 4 bức tượng Phật lớn. Tùy theo khoảng cách từ bạn đến bức tượng mà bạn sẽ thấy tầm mắt của tượng khác nhau: ngoài cửa – nhìn thẳng  và xa cách; đến giữa –trìu mến; khi bạn quỳ dưới chân tượng – ánh mắt tha thứ độ lượng đang nhìn xuống bạn.                                                -	Nên tham quan bảo tàng Bagan (đóng cửa Chủ Nhật). Tham quan rồi mới thấy bảo tàng nhà mình làm trưng bày và triển lãm quá kém.                                                -	Và hàng rất rất nhiều nơi khác nữa.                                                Đi vòng vòng quanh Bagan có 2 cách: 1 là thuê xe đạp (thuê khoảng từ  4,000 đến 6,000 kyats một ngày tùy theo khả năng đàm phán ), 2 là đi xe ngựa, giống kiểu xe thổ mộ ở Đà Lạt (15,000kyats nửa ngày hay tầm 25,000 kyats cả ngày). Mấy bạn đánh xe không phải là tour guide chuyên nghiệp nhưng có thể giới thiệu các điểm đến chính của Bagan.                                                Đồ ăn ở Bagan khá phong phú và dễ. Mình thì mê ly quán chay “Be kind to animals” ở khu Old Bagan. Đồ chay authentic, hơi mắc tí nhưng đáng đồng tiền bát gạo.                                                 Bagan không chỉ có đền chùa. Bagan đẹp vì con người thuần hậu thật thà. Không ít lần trong 3 ngày ở đó mình bị lạc khi lang thang bằng xe đạp, dù khả năng tiếng Anh của các bạn không hề giỏi nhưng các bạn cực kỳ nhiệt tình trong việc chỉ dẫn, thậm chí còn ra dấu bảo mình đợi để đi tìm người có khả năng nói tiếng Anh giúp mình. Nhớ lần sau khi ngắm hoàng hôn, mình quen được mấy bạn từ Hongkong và Pháp nên rủ nhau cùng đi ăn tối ở Nayaung-U. Đến lúc đạp xe về Old Bagan thì trời tối um và không có đèn đường. Dọc đường về nhiều lần mình đươc các bạn trẻ  đi xe máy hỏi là đi đâu về đâu. Lúc đầu sợ lắm vì cứ nghĩ thế này hay thế khác, sau ứ sợ nữa bắt chuyện luôn. Vậy là được mấy bạn còn đi kèm cùng cho đến tận khách sạn. Hay có lần lang thang đến 1 ngôi làng ven sông ở New Bagan, mua mấy thứ bánh địa phương rồi ngồi ăn cùng đám trẻ con ở đấy.                                                Ngồi viết review trong một ngày Hà Nội mưa gió, xám mịt mùng mà bao nhiêu ký ức của nắng gió Bagan ùa  về…  Trừ cái vụ tiền Đô và khó xài được thẻ tín dung ra thì mình thấy rất ok. "
99	1	Mình đã có dịp tham quan chùa Linh Ứng 2 lần (một lần cùng anh chị em trong công ty, một lần cùng vợ). Cả 2 lần đến đây đối với mình là chưa đủ vì sự cuốn hút của cảnh quan nơi đây. Có nhiều thứ để khen lắm. Mình thích điểm du lịch này, đặc biệt muốn đến đây thêm nhiều lần nữa.
100	1	Chùa rất to đẹp, bên trong Chánh điện còn đẹp nữa bởi những pho tượng Phật rất có thần.                    Không hiểu sao khi vào trong Chánh điện mình thấy rất dễ chịu.                    Nhà mình đi bộ từ khách sạn Centra Center Chùa hết chừng 3 phút. Khu China Town và Bangkok Hospital ngay gần Chùa.                    Khách chú ý mặc trang phục kín đáo, nếu ko có thể mượn đồ ở Chùa để mặc.                    Nhớ bỏ dép ra trước khi vào Chánh điện. Tất cả đều có hướng dẫn, chỗ vào mua vé, lối lên, chỗ để dép, đường xuống...                    Giá vé vào thăm Chùa là 40 Bath, trẻ con không cần mua vé.                     Trong khuôn viên Chùa có khu trưng bày, giá vé là 100 Bath.
101	1	Hai vợ chồng mình cùng mẹ đã đi tham quan khu chợ đêm Pattaya trong chuyến du lịch Thailand dịp 30/04 năm ngoái. Ở đây không khí rất vui, bán rất nhiều loại mặt hàng từ các món ăn truyền thống của người Thái đến các mặt hàng lưu niệm, quần áo, và hoa quả. Mình nhớ có một vài món đồ lưu niệm mình và vợ muốn mua, nhưng giá hơi cao, nên cả hai không mua nữa. Cả nhà đi dạo quanh khu chợ khoảng 1h, sau đó nghỉ chân tại quán bán hoa quả mua ít hoa quả ăn giải khát (hoa quả ở đây tươi ngon). Bạn đến du lịch Pattaya thì đừng bỏ lỡ tham quan chợ đêm cuối tuần nhé.
102	1	Đây là nơi ngắm cảnh biển Pataya từ trên cao, không cần mua vé.                    Ở đây có khu tưởng niệm Ngài Đô đốc Hải quân, có nơi để dâng hương hoa lên Ngài. Mình thấy nhiều người đốt pháo ở gần đó, chưa hiểu mục đích ntn. Lâu lắm mới trực tiếp nghe và nhìn pháo Tết (mặc dù không phải là Tết và trời nắng chang chang)                    Bạn chuẩn bị sẵn đồng 10xu để cho vào kính viễn vọng.                    
103	1	Malacca không có quá nhiều trung tâm mua sắm lớn và đây là một trong số đó. Vị trí ở rất gần trung tâm thành phố, bạn có thể đi bộ, dạo ghé qua đây từ bờ sông/quảng trường trung tâm.  
104	0	Nhóm chúng tôi cùng tham dự hội thảo khá đông, khi đặt khách sạn được xác nhận đủ chỗ, nhưng khi tới thì bị nhồi 3-4 người/phòng, tính tiền theo đầu người.
105	1	Có khá nhiều đặc sản đặc sắc: Bánh cuốn chả nướng que tre với hành khô ròn giụm (cực ngon ^^) , Mít tiến vua Đại Hoàng (cái này không cần phải giới thiệu nhiều về độ ngon và thơm), Gà Móng Tiên Phong - Duy Tiên (gà thịt chắc và đen, thơm ngon hết ý), còn nhiều những món ngon nữa nhưng những món đó nhiều nơi có rồi nên mình không kể ở đây nữa. Gần đây ở Hà nam còn có nhiều dự án trồng nấm sạch, nuôi ong lấy mật sạch, nhất là nuôi bò lấy sữa với chất lượng sữa tươi rất thơm ngon! Hầu như không có thắng cảnh đặc sắc để tham quan. 
106	1	Chợ nằm trên phố Second road, vị trí rất trung tâm ngay gần Central Festivals. Chợ gồm các quầy hàng bán quần áo và đồ lưu niệm rẻ tiền kiểu 100 baht 3 cái. Chợ mở cả ngày đêm. Không hấp dẫn.
107	1	Dinh thự Hoàng A Tưởng không chỉ là điểm tham quan không thể bỏ qua tại Bắc Hà mà đây còn là điểm thông tin tư vấn của Trung tâm Thông tin Xúc tiến Du lịch Lào Cai. Đến đây du khách sẽ được thông tin tư vấn miễn phí về điểm tham quan, dịch vụ du lịch, khách sạn, nhà hàng... để được trang bị những thông tin hữu ích nhất cho chuyến tham quan của mình.
108	1	Mình cùng gia đình đã đến khu chợ đêm Đà Lạt. Ở đây không khí rất đông vui, bán và trưng bày phần lớn là các mặt hàng thủ công mỹ nghệ của Đà Lạt, ngoài ra cũng có bán cả quần áo (đặc biệt là áo len). Mình và gia đình chơi ở chợ đêm khoảng 1h, sau đó di dạo thêm một lúc quanh các khu phố gần chợ đêm. Các bạn đi chợ đêm thì theo mình nên bắt đầu đi vào khoảng 8h-8h30 tối là hợp lý.
109	1	Mình cùng bạn bè đã đến chơi và tắm biển tại bãi tắm này. Bãi tắm đẹp, dài, và rộng với bờ cát trắng mịn và nước biển trong. Mình đánh giá bãi tắm Minh Châu không thua kém gì các bãi tắm cũng rất đẹp khác như ở Lăng Cô (Huế), Mỹ Khê (Đà Nẵng)... Đây là một điểm du lịch lý tưởng cho những ai có kế hoạch đi du lịch biển ngắn ngày và có yêu cầu bãi tắm đẹp.
110	0	Đi vào cẩn thận ngã nha bạn. Ở đấy hay có người hay tiểu bậy lắm. Khai mù, đi một lần là chán. Chỉ là cái hang bé
111	1	Mình đi Cửa Lò nhiều lần vì thích bãi biển ở đây. Bãi trải rộng, nước nông, nước biển ấm. Thích hợp cho trẻ con vui chơi.
112	0	Không gian chợ và đường đi hẹp, hàng hoá lại nhiều loại hải sản nên mùi tanh và bí, không quen với không khí này nên cảm giác tham quan cũng không được thoải mái. 
113	1	Từ Đồng Văn đi thẳng lên cột cờ Lũng cú... Bạn gửi xe ở bãi 3k/1 xe rồi đi bộ lên cột cờ vừa đi vừa ngắm cảnh. Ở đóc                    Cột cờ view khá đẹp vì đây là nơi cao nhất, nên bạn có thể đắm mình trong công nghệ ^.^
114	1	Quá đẹp và mát nữa, được ngồi thuyền 3 tiếng ngắm động và phong cảnh thật tuyệt vời, đúng là &quot; vịnh Hạ Long&quot; trên cạn. muốn quay lại quá
115	1	Chùa Ananda là một ngôi Chùa lớn. Chùa có nhiều tượng Đức Phật và có nhiều gỗ cổ. Bạn có thể mua lá vàng để đắp lên tượng Đức Phật.                     Đến Bagan bạn nên đến thăm viếng Chùa Ananda.                    
116	1	Malacca có rất nhiều bảo tàng, nhưng nếu có ít thời gian thì đây chắc chắn là bảo tàng bạn nên ghé thăm nhất. Tòa nhà được xây dựng mô phỏng lại theo cung điện của Sultan trị vì Malacca, rất đặc trưng kiến trúc Malay. Ở bên trong có ảnh/mô hình/không gian trưng bày hiện vật cho suốt quá trình lịch sử của thành phố cảng này. 
117	1	Cùng với Christ Church và tháp đồng hồ, Stadthuys là một biểu tượng của Malacca mà không thể không ghé thăm khi bạn đã ở đây.
118	1	Khách sạn gần khu trung tâm. Các bạn nhân viên nhiệt tình và cởi mở. Đánh giá điểm cộng cho các bạn. Có hạn chế cơ sở vật chất nên được chăm chút hơn!
119	1	Ngoài việc đến thăm vườn hoa bạn nên hỏi chủ cơ sở để tham gia dịch vụ câu cá. Cuối vườn hoa có 01 ao nhỏ có khá nhiều cá. Thưởng thức chút yên bình và thú vui câu cá ở đây là miễn chê
120	1	Đây chắc chắn là địa danh xuất hiện nhiều nhất trong các poster về thành phố Malacca. Chắc chắn nên ghé thăm và chụp một tấm hình lưu niệm ở nơi này. 
121	1	Ninh Bình là 1 trong 3 điểm đến hấp dẫn nhất miền Bắc. Ninh Bình hấp dẫn bởi các thắng cảnh tự nhiên vô cùng hùng vĩ và tráng lệ. Hấp dẫn nhất trong số đó là thắng cảnh Tràng An và Tam Cốc, kế đến là Nhà Thờ Phát Diệm, chùa Bái Đính và Cố Đô Hoa Lư, và Vườn Quốc Gia Cúc Phương cho những ai thích tự nhiên. Người dân nơi đây rất mến khách, tới đây bạn sẽ được rời xa cuộc sống bon chen thành phố để sống với cuộc sống yên bình thôn dã. Có quá nhiều điểm đến thú vị, nó sẽ khiến bạn đau đầu để chọn lựa và sắp xếp thời gian đấy.
122	1	Quán có bảng giá lớn niêm yết công khai, mỗi suất ăn từ 30-50k, phục vụ chỉ trong 5-7&#039;, rất phù hợp với người đi đường xa. Đồ ăn cũng tạm được, thái độ nhân viên thân thiện.
123	1	Nhất là vào mùa hè thời tiết nắng nóng như bây giờ thì đi lên Mẫu Sơn thì cực kì mát luôn, lên đến đỉnh núi còn phải khoác thêm áo mỏng. Đường đi lên Mẫu Sơn không ồn ào, náo nhiệt như ở thành phố. Có thể đi bằng xe máy hoặc ô tô. Không gian trên núi mát mẻ, trong lành, yên tĩnh không ồn ào vồn vã, không gian thích hợp để thư giãn và chỉ mất khoảng hơn 1 tiếng đồng hồ tùy gần hay xa để có thể lên được Mẫu Sơn. 
124	1	Nhà thờ đá nằm ở ngay trung tâm Sapa, tiện cho việc tham quan. Kiến trúc bên ngoài nhìn khá đẹp. Đi vào phía bên trong có một khoảng sân vườn nhỏ, không có gì ấn tượng lắm. Tuy nhiên, không phải ai cũng được vào bên trong của nhà thờ. Vì vậy, việc tham quan chắc chỉ mất khoảng 15 phút là hết. 
125	1	Phải nói thật là đi cả Cô Tô và Thanh Lân sẽ dễ dàng nhận thấy điểm khác biệt. Thanh Lân vắng vẻ, hoang sơ và đẹp lắm. Bọn mình thuê xe máy đi ra bãi Hàm Trấu, đường đi khá vất vả vì dốc nhiều và cao, thậm chí mình còn bị ngã xe nhưng may là không sao. Bãi biển thì đẹp thôi rồi, nước trong, rộng, dài và quan trọng là không có ai cả!!! Một mình bọn mình ở bãi tắm quá tuyệt luôn.
126	0	chỉ đi trên thuyền là cảm thấy thư thái, còn toàn là người, hai bên bờ ăn uống tùm lum, nước bẩn và thức ăn hỏng cùng rác từ mấy nhà hàng tạo nên mùi hương ... khó tả. 
127	0	Đảo Cô Tô rất đông người đến du lịch cho nên mình không thích lắm. Nước biển nhìn thì vẫn trong nhưng một số chỗ có mùi hôi. Mình thấy có khá nhiều rác vứt lung tung. Nếu tiếp tục với tình trạng khách du lịch đông như này mà rác thải không được thu dọn thì chẳng mấy chốc sẽ lại như Sầm Sơn mất. 
128	1	Nước biển rất mát, trong như gương. Đặc biệt dù biết bơi hay không biết bơi, dù người lớn hay trẻ con, chỉ cần mặc áo phao, đeo kính lặn là đều có cơ hội được ngắm san hô. Hải sản tươi sống đa dạng nhiều loại. San hô rất đẹp.
129	1	Bãi biển sạch đẹp cho cả việc chụp ảnh và tắm =))) Giá vé 20k/ người. Tiền thuê tủ để đồ hơi đắt, 30k/ ngăn mà bé xíu, vậy nên nếu mang thêm cả đồ dùng và đồ ăn thì khá tốn :3 
130	1	Resort gần biển, có view nhìn ra biển, vị trí nói chung là ổn. Phòng ốc sạch sẽ, tiện nghi bình thường. Khuôn viên nếu có nhiều cây xanh hơn thì sẽ tốt hơn 
131	1	Cảnh đẹp, nếu bạn và gia đình đi nghỉ thì 2 ngày 1 đêm rất hợp lý, nhiều dịch vụ kèm theo. Duy chỉ có bạn lễ tân mình gặp không tạo được thiện với khách cho lắm, còn lại mọi dịch vụ thật tuyệt vời.
132	1	Phía trong thành rất yên tĩnh, nhiều cây cối, đường đi bộ vòng quanh phẳng, nhiều lá cây rụng, cảnh vật thanh bình, rất thích hợp để đi dạo.
133	0	Nghe bạn giới thiệu lên Sapa phải thử, nhưng mình cũng không thấy có gì đặc sắc hơn dịch vụ tương tự ở các nơi khác. Được cái là sau 2 ngày leo Fansipan, mát-xa chắc chắn là một liệu pháp rất hữu hiệu.
134	1	Biển tương đối êm, nước trong, dễ dàng vui chơi, bơi lội; bãi cát cũng tương đối bằng phẳng, có thể chơi đá bóng được.
135	1	Nhiều cảm xúc ùa về khi tới tham quan, khó có thể nói hết. Tự hào về các thế hệ cha ông đi trước, những con người đã cống hiến cả tuổi thanh xuân cho đất nước. Trân trọng những con người đang ngày đêm gìn giữ &quot;giấc ngủ vĩnh hằng&quot; cho các anh, các chị.
136	1	Chợ đêm bán rất nhiều thứ! Mà ăn lại ngon nữa. Nhưng chợ lại hơi nhỏ mặc dù rất đông khách. Ai không đi chợ đêm Cicada thì... phí cả cuộc đời!
137	0	Ở đây đi chụp ảnh thì được chứ nếu để đi du lịch thì theo mình thì không hay lắm,  vì dịch vụ và các hoạt động thì ở đây gần như là không có 
138	1	Khách sạn có 26 phòng tiện nghi sang trọng nằm ngay trung tâm thị trấn Sa Pa, có thang máy và nhà hàng. Đánh giá là một trong những khách sạn tốt nhất ở Sa Pa
139	1	Bạn nên đến đây khi Bình Ba còn chưa bị thương mại hóa.                                                Biển xanh, cát trắng thì nhiều nơi có rồi. Nhưng sự hoang sơ, gần gũi với thiên nhiên thì không phải nơi đâu cũng còn giữ được.                                                
140	1	Cũng giống như bao bãi biển khác như Sầm Sơn, Hải Thịnh, điều ấn tượng hơn cả của mình ở nơi đây là không quá đông vì nó là biển mới được tầm 3 năm trở lại đây. Giá thành dịch vụ khá ổn, theo mình thấy là không quá đắt so với 1 địa điểm dịch. Người dân hiền lành thân thiện. Sóng không quá lớn cho những ai sợ nguy hiểm. Phù hợp cho 1 chuyến nghỉ hè cùng gia đình và bạn bè :)
141	1	Resort chỉ đạt mức 3 sao, có thể do được xây dựng lâu rồi nên kiến trúc và không gian không đẹp, ít sân vườn cây cối. Trong resort có 2 bể bơi (một nước ngọt, một nước mặn) và nằm sát biển thuận tiện cho việc bơi lội.
142	1	Vào trong thì rất mát. Ở trong rất đẹp. Rất nhiều hàng ăn, và có rất nhiều khu mua sắm. Đặc biệt có rất nhiều khu vui chơi trẻ em.
143	1	Khi bước vào bảo tàng cảm giác sẽ ngỡ ngàng vì không có khách tham quan, nhưng nếu bạn chịu khó xem hết thì sẽ rất thú vị. Bảo tàng lưu trữ rất nhiều giá trị lịch sử của thành phố sông Hàn, nhiều hiện vật bảo tồn biển rất giá trị. Phù hợp cho đối tượng khách thích du lịch biển và văn hóa dân gian Quảng Nam.
144	1	Chùa rất cổ kính, đẹp, yên tĩnh.                    Đi từ Hà Nội đến Chùa gần 1 giờ đồng hồ.                    Ô tô đỗ tận nơi. Chùa Mía gần đền Và.
145	1	Vincom Bà Triệu gồm các phân khu chức năng rộng lớn, được bố trí tại tầng hầm B1 kết nối các tổ hợp toà nhà, đáp ứng mọi nhu cầu mua sắm - tham quan - vui chơi - giải trí - thưởng thức ẩm thực theo mô hình hiện đại “tất cả trong một” tại các nước phát triển.                    
146	1	Người Hà Nội đã quen thuộc với hoạt động chợ đêm diễn ra vào 3 tối cuối tuần. Với cá nhân tôi, được đi dạo dọc tuyến phố từ Hàng Đào - Chợ Đồng Xuân, vừa để ngắm nét đẹp của Hà Nội về đêm, vừa để tìm hiểu cuộc sống của những người buôn bán tại đây, vừa để shopping, và đặc biệt là để xả stress sau 1 tuần làm việc thật là thú vị!
147	1	Đến Bangkok mà không ghé thăm khu chợ trời Chatuchak là bạn đã mất đi phần nào sự thú vị của chuyến đi. Chactuchak, tiếng Thái có nghĩa là chợ cuối tuần, do chợ chỉ họp vào mỗi thứ bảy, chủ nhật hàng tuần, và thực sự là thiên đường mua sắm tại thành phố du lịch nổi tiếng này                                        Để đến được Chatuchak, bạn có thể đi bằng taxi, tuk tuk hay tàu điện ngầm. Tôi khuyên bạn nên đi tàu điện trên cao, rất nhanh, rẻ và quan trọng là được ngắm thành phố. Nếu đi tàu điện trên cao, bạn xuống ga cuối cùng là Mochit, từ đó đi bộ mất 5-7p là vào đến chợ. Chatuchak rất rộng, để đi được hết mọi ngõ ngách chắc phải đến 3 ngày, bởi vậy hãy cố gắng chia khu để để cho đỡ lan man. Bạn có thể đến bốt cung cấp thông tin để lấy một tấm bản đồ miễn phí trước khi bắt đầu khám phá khu chợ đặc biệt này.                    Chợ có nhiều cổng ra vào và được chia theo khu vực, ở giữa là khu ăn uống và nghỉ chân, các gian hàng may mặc, thời trang chiếm phần lớn diện tích và bao quanh chợ. Bạn có thể sắm đủ thứ cho mình, từ giày dép, quần áo, mũ nón và cả những bộ bikini màu sắc rất Thái Lan với giá không hề cao, chừng 70-200 ngàn tiền Việt là bạn có thể mua được một món đồ khá thời trang và bắt mắt                    Khu vực các gian hàng thủ công mỹ nghệ, đồ lưu niệm và tinh dầu cũng là điểm đến hấp dẫn của du khách. Nhiều món đồ đậm chất truyền thống được các nghệ nhân Thái làm trực tiếp tại chợ sẽ níu chân bạn hàng giờ, bởi vậy bạn có thể sẽ mất rất nhiều thời gian khi…lạc vào khu này.                    Đến Chatuchak, đừng bỏ lỡ cơ hội thưởng thức nhiều món ăn mang đậm hương vị Thái hoặc đơn giản là dừng chân mua một quả dừa ngọt lịm để giải tỏa cơn khát.                    Nếu mỏi chân, bất cứ góc chợ nào cũng có những người làm massage truyền thống Thái Lan sẽ giúp bạn thư giãn với giá từ 100-180 ngàn đồng                    Chatuchak thực sự là một thế giới của sắc màu. Những người bán hàng ở đây cũng rất thân thiện, khôn khéo. Họ mời chào đon đả, ân cần và luôn mỉm cười với khách. Bạn có thể tha hồ lựa chọn, tha hồ trả giá mà không sợ bị la ó, chửi bới. Không phải tất cả các gian hàng đều nói thách, nhưng bạn cứ mặc cả, nếu may mắn sẽ mua được với giá rất hời đấy                    Một điểm khá đặc biệt ở chợ Chatuchak là không có ăn xin, ăn mày mà chỉ có các nghệ sĩ đường phố kiếm tiền bằng cách biểu diễn các tiết mục nghệ thuật, các trò giải trí và nhận tiền thưởng từ khách ngang đường.                                        Chợ rất đông nên không tránh khỏi những người xấu. Bạn hãy cẩn thận với tài sản và đồ đạc của mình khi đi trong chợ.                                        Nếu tự đi, bạn có thể nhờ cảnh sát hoặc nhân viên bán vé tàu hướng dẫn cho điểm đến.                    Nếu đi taxi, hãy yêu cầu họ bật đồng hồ để tính quãng đường cho chuẩn                    Nếu đi tuktuk, mặc cả giá từ 1/3 so với giá họ đưa ra :)                                        Đừng quên địa điểm ấn tượng này khi đến Thái Lan bạn nhé                                        
148	1	Đây có thể là đoạn đường đèo trải nhựa dài nhất ở vùng núi Đông Bắc, đi hết đoạn xuống dốc này lại tới đoạn lên dốc nọ, nồi liền những ngọn núi trập trùng. Đi bằng ô tô hay xe máy, ngắm nhìn xuống khi thì là thung lũng, những mái nhà người Mông thưa thớt, thấp thấp xen lẫn những ruộng bậc thang; khi thì lại là núi cao sát nhau điệp trùng. Đi trên cung đường mà cảm xúc thay đổi nhiều cung bậc như nghe một cung đàn.   
149	0	Hôm trước đưa cả công ty đi Chùa Hương và ghé vào đây ăn cơm trưa. Lúc gọi đồ ăn thì há hốc mồm vì đắt thế nhưng khi đồ ăn được mang ra thì thấy cũng hợp lý vì đĩa họ làm rất đầy. Mình sợ thiếu nên gọi hơi nhiều, mọi người hò nhau ăn ko hết. Rút kinh nghiệm vào đây nên gọi khoảng 2-3 món thôi là ăn thoải mái rồi. Hết thì gọi thêm chứ ko nên gọi nhiều món cùng lúc. 
